left_or_right,conservation_score
right,-2.671
right,-0.503
right,0.308
right,0.506
right,0.859
right,1.730
right,-0.966
right,0.741
right,0.643
right,-1.247
right,0.725
right,-0.001
right,-1.408
right,2.523
right,0.325
right,-0.736
right,-1.078
right,0.802
right,0.539
right,0.198
right,-1.484
right,0.057
right,-0.751
right,0.344
right,-0.712
right,-1.778
right,-0.563
right,-0.704
right,0.539
right,-0.563
right,-0.189
right,-0.383
right,0.229
right,-0.207
right,-0.169
right,-0.565
right,-0.608
right,-0.889
right,-0.118
right,-0.046
right,5.195
right,-0.029
right,2.137
right,0.002
right,-2.664
right,-0.001
right,0.150
right,0.175
right,0.167
right,0.155
right,0.157
right,9.091
right,-0.018
right,0.140
right,0.581
right,0.770
right,0.599
right,-0.114
right,-0.526
right,-0.743
right,0.343
right,-1.131
right,0.716
right,1.447
right,-0.030
right,0.305
right,-0.276
right,0.651
right,0.462
right,2.065
right,-0.034
right,2.830
right,0.671
right,0.229
right,0.289
right,-0.921
right,5.840
right,-0.122
right,0.582
right,-0.054
right,0.082
right,1.594
right,0.905
right,-2.212
right,-0.002
right,-0.400
right,0.582
right,0.222
right,0.353
right,0.741
right,0.819
right,0.616
right,0.360
right,-0.036
right,0.030
right,-1.148
right,0.160
right,2.773
right,-0.420
right,0.289
right,-0.056
right,-1.055
right,-0.587
right,-1.854
right,0.279
right,0.350
right,0.944
right,0.263
right,-0.207
right,-0.312
right,-0.531
right,0.395
right,-0.207
right,-1.166
right,-0.242
right,0.545
right,-0.611
right,-0.561
right,0.975
right,1.202
right,-0.233
right,0.110
right,-0.431
right,-0.128
right,2.098
right,0.329
right,-0.012
right,1.807
right,-0.792
right,0.199
right,0.139
right,-1.301
right,0.250
right,0.262
right,-0.003
right,1.087
right,1.526
right,0.335
right,0.589
right,0.123
right,-0.140
right,0.062
right,0.437
right,0.143
right,-0.286
right,0.263
right,-0.057
right,0.302
right,0.520
right,-0.019
right,-0.065
right,-0.065
right,-0.904
right,1.519
right,0.868
right,0.400
right,-0.576
right,0.305
right,-0.545
right,0.365
right,0.231
right,0.302
right,-0.060
right,-2.624
right,0.305
right,0.347
right,-1.800
right,-0.266
right,0.707
right,-0.263
right,0.435
right,-0.099
right,2.375
right,0.376
right,-0.491
right,-0.440
right,0.081
right,0.464
right,0.032
right,0.439
right,-0.721
right,-0.159
right,1.111
right,3.852
right,0.944
right,1.651
right,-0.360
right,-0.983
right,0.583
right,-0.202
right,0.369
right,0.289
right,-0.014
right,-0.118
right,0.240
right,0.191
right,0.076
right,0.020
right,0.347
right,1.026
right,1.383
right,1.537
right,-1.049
right,0.896
right,0.300
right,-0.574
right,0.292
right,0.839
right,0.252
right,0.240
right,0.827
right,-0.777
right,0.240
right,0.252
right,-0.922
right,0.212
right,0.212
right,0.212
right,0.065
right,0.106
right,0.106
right,1.510
right,-0.582
right,0.157
right,0.074
right,-0.872
right,-0.174
right,-1.602
right,-0.298
right,0.480
right,0.426
right,0.422
right,-0.235
right,-0.187
right,0.605
right,-0.086
right,0.347
right,0.365
right,0.305
right,0.499
right,0.185
right,1.369
right,0.504
right,2.668
right,0.560
right,0.648
right,-0.346
right,0.192
right,-2.092
right,0.435
right,-0.490
right,0.195
right,-0.114
right,0.058
right,1.670
right,0.571
right,-0.364
right,1.593
right,-1.003
right,-0.144
right,-0.858
right,-0.514
right,-0.705
right,0.806
right,-0.616
right,-0.619
right,0.593
right,0.039
right,0.212
right,-0.139
right,0.233
right,-0.086
right,0.353
right,0.863
right,0.099
right,-0.178
right,0.238
right,-0.100
right,-0.262
right,0.128
right,0.446
right,0.395
right,-1.236
right,-0.385
right,0.592
right,0.229
right,-3.128
right,0.122
right,1.238
right,1.793
right,0.597
right,-0.015
right,0.116
right,-0.568
right,-0.010
right,0.365
right,0.003
right,0.056
right,0.238
right,0.761
right,0.102
right,0.506
right,0.372
right,-0.231
right,2.576
right,-2.229
right,-0.546
right,0.296
right,0.742
right,0.927
right,0.802
right,-0.347
right,0.035
right,-0.773
right,0.082
right,0.010
right,0.845
right,3.518
right,0.762
right,0.147
right,0.538
right,0.137
right,0.186
right,0.195
right,0.195
right,0.194
right,0.195
right,0.194
right,0.195
right,0.798
right,-1.406
right,0.164
right,-0.788
right,-1.743
right,0.162
right,0.547
right,9.078
right,1.340
right,-1.089
right,0.405
right,0.208
right,-0.132
right,0.058
right,0.347
right,0.015
right,0.176
right,0.105
right,1.388
right,0.569
right,-0.029
right,-0.027
right,0.164
right,0.019
right,0.375
right,0.186
right,1.396
right,0.034
right,0.748
right,0.274
right,0.976
right,-0.719
right,-0.181
right,1.112
right,0.701
right,-0.118
right,-0.862
right,0.605
right,0.004
right,-0.138
right,-0.328
right,1.772
right,0.494
right,-0.602
right,0.372
right,0.772
right,-0.190
right,-0.529
right,-0.085
right,0.746
right,0.129
right,0.311
right,-0.200
right,-1.216
right,-0.193
right,1.028
right,0.275
right,0.773
right,0.583
right,-0.420
right,-1.243
right,0.292
right,0.210
right,0.404
right,1.158
right,1.252
right,-0.129
right,-1.524
right,-0.246
right,-1.791
right,-0.846
right,-0.420
right,0.141
right,0.665
right,-0.165
right,-0.038
right,-0.595
right,-0.413
right,0.780
right,0.298
right,-0.936
right,0.112
right,0.111
right,-0.812
right,-0.630
right,-0.408
right,-2.162
right,1.132
right,0.156
right,-1.209
right,0.365
right,-0.898
right,-0.058
right,-0.890
right,0.995
right,-0.020
right,-0.007
right,0.374
right,0.741
right,-0.010
right,0.456
right,-0.592
right,-0.113
right,0.697
right,-0.134
right,-0.182
right,-0.371
right,-0.145
right,0.300
right,0.845
right,0.158
right,-0.147
right,-2.335
right,0.791
right,-0.171
right,0.401
right,0.211
right,-1.446
right,-0.000
right,0.033
right,0.161
right,0.210
right,0.237
right,-0.350
right,-0.573
right,-0.969
right,0.615
right,-0.128
right,-1.597
right,0.602
right,0.316
right,0.509
right,-1.215
right,-1.186
right,-1.229
right,2.124
right,0.208
right,0.527
right,-0.197
right,0.073
right,0.420
right,2.363
right,0.224
right,-1.985
right,-0.086
right,0.347
right,0.570
right,-0.752
right,0.085
right,0.085
right,0.488
right,0.502
right,0.276
right,0.276
right,-0.855
right,0.311
right,0.235
right,0.089
right,0.089
right,0.711
right,-0.744
right,-0.284
right,-1.650
right,0.214
right,-0.005
right,-0.513
right,-0.582
right,0.717
right,3.356
right,0.027
right,-1.173
right,-0.198
right,-1.812
right,-2.088
right,0.591
right,-0.819
right,0.390
right,-0.090
right,0.178
right,1.027
right,-0.907
right,0.229
right,0.246
right,0.266
right,0.193
right,0.268
right,0.268
right,0.317
right,-0.159
right,-0.001
right,0.102
right,0.147
right,1.101
right,-0.455
right,1.005
right,0.077
right,-0.695
right,0.085
right,0.236
right,0.626
right,0.131
right,0.211
right,0.211
right,0.221
right,0.187
right,0.221
right,0.089
right,0.192
right,-1.008
right,0.365
right,0.308
right,0.308
right,0.042
right,0.326
right,0.675
right,-0.667
right,0.291
right,0.085
right,0.005
right,-0.492
right,-0.327
right,-1.255
right,-3.065
right,0.125
right,0.146
right,0.133
right,-1.828
right,-0.029
right,0.363
right,0.064
right,0.367
right,-0.717
right,-0.291
right,0.412
right,0.851
right,0.130
right,0.113
right,0.127
right,0.228
right,0.048
right,-0.128
right,0.309
right,-2.077
right,-2.499
right,-0.586
right,-0.290
right,0.743
right,0.363
right,-0.642
right,0.345
right,-1.764
right,-0.276
right,0.442
right,-0.374
right,0.442
right,0.125
right,0.707
right,0.124
right,0.086
right,0.567
right,-0.951
right,0.241
right,0.186
right,0.358
right,-0.302
right,-0.963
right,-1.508
right,-0.838
right,-0.232
right,0.708
right,0.308
right,0.596
right,-0.567
right,1.001
right,1.369
right,-0.874
right,-0.229
right,-0.533
right,0.794
right,0.446
right,1.319
right,0.169
right,0.084
right,1.722
right,-2.827
right,0.343
right,0.244
right,0.247
right,-2.803
right,1.255
right,1.492
right,-0.171
right,0.513
right,-0.331
right,0.289
right,-0.575
right,-1.378
right,0.688
right,-3.193
right,0.216
right,-0.381
right,-0.662
right,-1.756
right,0.214
right,0.212
right,0.214
right,-0.609
right,0.488
right,-0.159
right,0.217
right,1.030
right,0.070
right,-0.451
right,-1.071
right,0.055
right,0.064
right,0.352
right,1.935
right,0.650
right,0.344
right,-0.565
right,-0.661
right,0.251
right,0.043
right,-0.238
right,0.387
right,-0.714
right,0.029
right,0.204
right,-0.046
right,-0.376
right,0.104
right,0.358
right,1.945
right,-1.639
right,1.256
right,1.135
right,-0.617
right,-0.440
right,0.813
right,0.207
right,1.579
right,-0.272
right,-0.776
right,0.904
right,2.922
right,-1.037
right,-0.196
right,0.937
right,-1.478
right,-0.211
right,-0.139
right,-0.075
right,-0.331
right,-1.263
right,0.313
right,0.281
right,0.275
right,-0.015
right,0.216
right,-1.193
right,-0.157
right,0.885
right,0.187
right,-0.622
right,0.565
right,0.114
right,0.176
right,0.265
right,0.574
right,-0.690
right,-1.130
right,0.119
right,1.198
right,-0.914
right,0.445
right,6.106
right,6.491
right,1.110
right,0.043
right,-0.277
right,-0.822
right,-0.094
right,1.132
right,0.166
right,0.790
right,0.510
right,0.805
right,-0.822
right,0.365
right,0.311
right,-0.805
right,-0.049
right,-0.460
right,-1.344
right,0.703
right,7.268
right,-1.937
right,-2.308
right,-0.078
right,-0.321
right,-0.031
right,0.765
right,-0.031
right,-0.486
right,-0.851
right,0.262
right,1.423
right,-0.588
right,-1.130
right,-0.020
right,0.116
right,0.186
right,0.203
right,-0.898
right,0.042
right,0.120
right,-0.501
right,0.025
right,-0.257
right,1.555
right,-0.096
right,-2.145
right,-0.523
right,0.063
right,0.268
right,-1.679
right,0.125
right,0.704
right,0.214
right,-0.384
right,0.312
right,-0.053
right,-0.995
right,0.133
right,-0.001
right,1.022
right,0.212
right,-0.552
right,-1.676
right,1.294
right,-1.008
right,0.192
right,0.023
right,0.061
right,-0.210
right,0.200
right,0.453
right,0.585
right,-0.253
right,0.556
right,0.697
right,-0.077
right,0.016
right,0.132
right,-1.696
right,-1.294
right,0.433
right,-0.241
right,-0.049
right,-2.241
right,1.722
right,-0.451
right,-3.251
right,2.311
right,2.997
right,0.221
right,-0.599
right,1.545
right,0.505
right,-0.161
right,-2.909
right,0.070
right,0.205
right,0.437
right,0.183
right,-0.046
right,-0.238
right,0.773
right,0.313
right,-0.055
right,-0.314
right,1.185
right,-0.516
right,0.214
right,0.252
right,0.214
right,-0.171
right,-1.099
right,-2.264
right,-0.966
right,0.040
right,4.176
right,3.787
right,-0.823
right,1.216
right,2.134
right,-0.891
right,-0.878
right,-0.202
right,-1.960
right,-0.914
right,2.632
right,0.344
right,1.149
right,0.806
right,8.606
right,1.724
right,-0.812
right,-0.123
right,0.146
right,0.429
right,-0.464
right,-1.032
right,0.405
right,-0.926
right,-0.322
right,-0.285
right,-0.078
right,0.411
right,0.102
right,-1.026
right,-4.328
right,0.439
right,0.850
right,-0.016
right,1.346
right,0.831
right,3.531
right,2.782
right,-0.582
right,-0.223
right,0.524
right,2.932
right,-0.745
right,0.643
right,0.294
right,0.859
right,0.365
right,0.134
right,0.295
right,2.637
right,0.079
right,0.675
right,2.446
right,1.158
right,0.320
right,0.282
right,0.282
right,0.336
right,-0.574
right,0.320
right,0.320
right,0.656
right,1.373
right,-0.918
right,0.792
right,-0.802
right,-0.762
right,-0.564
right,2.336
right,0.082
right,-1.485
right,0.406
right,0.700
right,0.320
right,-0.230
right,0.361
right,-0.119
right,0.601
right,-1.099
right,0.894
right,-0.935
right,0.285
right,-1.191
right,-0.507
right,-0.559
right,-0.412
right,-0.028
right,0.041
right,-1.721
right,0.240
right,0.252
right,0.252
right,0.256
right,-1.021
right,-0.405
right,-0.047
right,-0.065
right,-0.837
right,-1.364
right,0.338
right,0.297
right,-0.242
right,-0.360
right,-0.250
right,0.200
right,0.200
right,0.198
right,0.224
right,0.200
right,0.198
right,0.235
right,0.224
right,-1.131
right,-0.189
right,-0.122
right,-0.188
right,-2.098
right,0.052
right,-2.419
right,0.093
right,0.625
right,-0.582
right,-0.094
right,-0.351
right,-0.274
right,-0.716
right,-1.514
right,0.062
right,0.485
right,-0.259
right,0.076
right,0.164
right,0.171
right,-1.292
right,0.164
right,0.171
right,0.164
right,0.171
right,0.171
right,1.139
right,1.750
right,0.546
right,-0.708
right,0.861
right,0.702
right,0.575
right,0.035
right,-0.454
right,-0.496
right,0.280
right,-0.193
right,0.610
right,-1.507
right,0.132
right,0.248
right,-0.150
right,0.082
right,-0.476
right,0.715
right,-0.153
right,1.984
right,-2.219
right,0.347
right,-1.052
right,1.031
right,0.039
right,0.805
right,0.020
right,-1.570
right,-1.008
right,-0.528
right,0.445
right,-1.143
right,-0.711
right,0.670
right,0.417
right,0.854
right,-0.136
right,0.200
right,0.860
right,-0.043
right,-0.369
right,-0.665
right,-0.037
right,0.201
right,0.170
right,0.170
right,0.410
right,0.259
right,0.069
right,-0.355
right,0.504
right,0.531
right,-1.340
right,0.442
right,0.934
right,0.818
right,-0.079
right,0.137
right,-0.165
right,0.575
right,0.174
right,0.422
right,0.451
right,0.365
right,0.305
right,0.308
right,0.305
right,-0.662
right,0.365
right,0.210
right,0.232
right,0.197
right,-3.531
right,0.766
right,0.426
right,-2.282
right,0.168
right,1.132
right,0.384
right,0.077
right,0.446
right,0.238
right,-0.472
right,0.047
right,-2.182
right,-0.795
right,0.011
right,0.640
right,0.252
right,0.365
right,0.308
right,-0.637
right,0.305
right,-0.003
right,-0.220
right,0.114
right,0.851
right,-0.771
right,-0.326
right,-0.139
right,-0.610
right,0.332
right,0.701
right,0.688
right,-0.637
right,0.079
right,-0.146
right,0.333
right,-0.029
right,0.643
right,-0.157
right,-0.691
right,0.255
right,-0.211
right,-0.281
right,-0.481
right,0.293
right,0.603
right,-0.433
right,0.153
right,0.029
right,0.284
right,0.320
right,0.126
right,-0.755
right,0.029
right,-0.183
right,0.140
right,-0.948
right,-0.528
right,0.482
right,-0.492
right,0.213
right,-1.296
right,0.045
right,0.402
right,0.117
right,0.132
right,0.504
right,-0.173
right,-0.248
right,0.909
right,0.225
right,0.111
right,0.380
right,-1.929
right,0.257
right,-0.070
right,0.190
right,-0.489
right,-1.314
right,1.729
right,2.057
right,-1.122
right,-2.498
right,2.683
right,-0.786
right,-0.798
right,0.369
right,0.458
right,0.319
right,0.209
right,-2.149
right,0.030
right,-0.207
right,-1.596
right,0.772
right,0.117
right,5.600
right,0.204
right,0.231
right,0.136
right,0.192
right,0.206
right,0.231
right,-0.807
right,0.821
right,3.470
right,0.347
right,-0.406
right,-1.744
right,0.422
right,0.090
right,1.193
right,-0.468
right,0.190
right,-0.022
right,0.330
right,0.365
right,0.365
right,0.222
right,0.145
right,0.163
right,0.171
right,0.171
right,0.146
right,0.146
right,0.163
right,-1.450
right,-0.347
right,0.276
right,0.012
right,-0.400
right,-0.603
right,1.011
right,2.144
right,0.870
right,0.382
right,0.882
right,-0.074
right,-0.239
right,-0.440
right,0.522
right,0.203
right,0.228
right,0.203
right,0.214
right,0.240
right,-0.113
right,0.764
right,-1.071
right,-0.145
right,0.281
right,0.248
right,0.281
right,0.248
right,0.250
right,-0.881
right,0.365
right,-0.673
right,0.137
right,-2.267
right,1.878
right,0.281
right,0.571
right,-0.100
right,0.056
right,1.501
right,-3.257
right,1.102
right,0.426
right,0.951
right,-0.517
right,1.296
right,0.240
right,0.240
right,0.012
right,0.583
right,0.784
right,0.285
right,-0.547
right,-0.029
right,-0.584
right,0.852
right,1.042
right,-0.124
right,0.240
right,0.212
right,-0.344
right,-1.610
right,1.167
right,-0.123
right,-0.054
right,-0.402
right,-0.002
right,0.018
right,0.294
right,0.447
right,-2.686
right,0.122
left,-0.882
left,0.104
left,-0.742
left,-1.385
left,-1.183
left,0.153
left,0.136
left,-2.781
left,-0.515
left,0.354
left,-0.294
left,-0.685
left,-0.379
left,-0.015
left,0.504
left,0.507
left,1.336
left,-0.341
left,0.237
left,-0.269
left,-0.986
left,-0.508
left,-0.991
left,-1.064
left,-0.897
left,0.669
left,2.379
left,0.248
left,-0.858
left,0.252
left,0.152
left,-0.967
left,-0.023
left,-2.088
left,0.347
left,0.252
left,0.212
left,0.240
left,0.186
left,-0.796
left,-1.940
left,0.992
left,-0.318
left,-0.711
left,-0.773
left,-0.373
left,0.126
left,-0.032
left,0.546
left,1.150
left,0.740
left,-0.030
left,-1.976
left,0.670
left,0.115
left,0.711
left,-1.072
left,-0.034
left,1.066
left,0.086
left,0.320
left,-0.932
left,0.329
left,0.276
left,0.303
left,1.141
left,0.516
left,0.345
left,-0.919
left,-0.679
left,0.021
left,-0.945
left,-0.148
left,0.636
left,0.112
left,-0.404
left,0.435
left,0.047
left,-0.866
left,-0.378
left,0.295
left,-0.112
left,0.427
left,0.503
left,-0.461
left,-0.784
left,0.187
left,-1.614
left,-0.279
left,-2.558
left,-1.536
left,0.599
left,0.000
left,0.117
left,-2.045
left,0.480
left,0.245
left,-0.096
left,-0.258
left,0.773
left,0.114
left,1.621
left,0.376
left,0.390
left,-0.730
left,0.101
left,-0.080
left,-0.208
left,-0.455
left,0.561
left,0.639
left,0.498
left,-0.509
left,0.978
left,0.241
left,-0.255
left,0.049
left,-0.081
left,0.027
left,-1.413
left,0.368
left,-0.171
left,0.480
left,-1.385
left,-0.089
left,0.571
left,0.295
left,-1.683
left,0.297
left,-0.035
left,-0.030
left,0.314
left,-0.809
left,0.841
left,1.066
left,1.248
left,0.180
left,-1.016
left,0.129
left,0.139
left,0.634
left,0.468
left,0.623
left,-0.065
left,1.055
left,-2.966
left,0.342
left,-0.141
left,0.481
left,-0.022
left,3.665
left,0.237
left,0.452
left,-1.591
left,4.847
left,5.186
left,0.151
left,0.212
left,0.196
left,-0.428
left,7.568
left,-1.041
left,-2.873
left,0.281
left,0.788
left,0.436
left,0.442
left,-0.142
left,1.821
left,9.325
left,-1.063
left,-0.350
left,-1.161
left,0.059
left,-0.134
left,-0.075
left,1.023
left,0.152
left,-0.246
left,-1.011
left,-0.813
left,0.064
left,0.237
left,0.363
left,0.303
left,-0.719
left,0.363
left,0.345
left,0.298
left,-1.205
left,0.029
left,-0.934
left,-0.819
left,-0.083
left,-0.122
left,0.112
left,-0.210
left,-0.203
left,-0.854
left,-0.662
left,-0.201
left,0.194
left,-0.093
left,0.263
left,-0.070
left,-0.523
left,0.335
left,-0.585
left,8.500
left,-0.182
left,0.308
left,1.193
left,0.491
left,0.069
left,0.456
left,0.055
left,-0.158
left,-0.291
left,1.822
left,-0.193
left,-0.680
left,0.308
left,1.372
left,0.240
left,0.703
left,0.332
left,0.328
left,2.594
left,0.433
left,0.752
left,-1.015
left,1.284
left,-0.458
left,1.077
left,0.325
left,-0.591
left,0.009
left,-0.059
left,0.924
left,-0.524
left,1.345
left,0.347
left,-2.810
left,0.109
left,0.027
left,0.365
left,0.308
left,0.382
left,-0.299
left,-2.331
left,-1.974
left,-0.023
left,0.292
left,1.368
left,0.153
left,0.055
left,0.055
left,0.055
left,-0.068
left,0.683
left,-0.113
left,1.178
left,-0.583
left,-0.548
left,0.550
left,1.027
left,0.146
left,0.008
left,-0.557
left,0.098
left,1.116
left,0.137
left,-0.104
left,0.771
left,0.201
left,-1.061
left,-0.149
left,1.463
left,1.766
left,0.357
left,0.365
left,0.606
left,0.576
left,0.219
left,0.240
left,1.616
left,0.397
left,-0.886
left,1.932
left,0.231
left,0.360
left,-0.756
left,0.231
left,0.101
left,0.064
left,0.920
left,1.430
left,0.880
left,2.745
left,1.033
left,0.520
left,0.957
left,1.074
left,0.117
left,0.117
left,-0.240
left,0.035
left,-0.100
left,0.290
left,-0.657
left,-0.614
left,1.022
left,-0.703
left,-0.019
left,-0.642
left,-0.088
left,0.194
left,-0.103
left,0.585
left,-0.763
left,-0.337
left,0.988
left,-0.261
left,0.995
left,-0.442
left,-0.009
left,5.840
left,1.891
left,-1.575
left,-0.457
left,1.275
left,0.721
left,0.077
left,0.076
left,0.077
left,0.137
left,2.051
left,0.074
left,-0.169
left,-0.453
left,0.121
left,0.357
left,0.218
left,-0.754
left,1.194
left,0.205
left,0.214
left,0.214
left,0.087
left,-0.544
left,-0.402
left,1.023
left,-0.219
left,0.000
left,-0.036
left,-0.863
left,-0.539
left,-0.076
left,0.237
left,-0.326
left,0.297
left,0.264
left,-0.632
left,0.195
left,-0.237
left,-0.202
left,-1.537
left,-0.114
left,0.003
left,-0.150
left,0.624
left,-0.241
left,-0.650
left,-0.436
left,2.581
left,-0.049
left,-0.068
left,0.064
left,1.054
left,-1.698
left,0.083
left,-0.882
left,0.043
left,-0.030
left,-0.045
left,0.018
left,0.190
left,-1.536
left,0.240
left,-1.761
left,-1.728
left,0.320
left,0.320
left,0.321
left,-0.860
left,2.064
left,0.174
left,0.920
left,1.098
left,0.778
left,-0.118
left,0.340
left,0.302
left,-0.444
left,-0.300
left,-0.188
left,-0.518
left,-0.704
left,-0.038
left,-0.319
left,-0.190
left,0.623
left,0.189
left,-0.125
left,1.650
left,0.240
left,-0.695
left,-0.114
left,-0.264
left,-1.390
left,0.283
left,-1.375
left,0.340
left,-0.055
left,0.365
left,-0.017
left,0.179
left,-0.259
left,0.175
left,0.176
left,0.208
left,0.208
left,-2.266
left,0.418
left,0.104
left,-0.702
left,0.735
left,-0.183
left,-1.066
left,-0.862
left,0.902
left,0.335
left,-0.601
left,-0.525
left,8.362
left,0.829
left,0.376
left,0.214
left,0.365
left,1.328
left,0.866
left,0.336
left,0.035
left,0.424
left,0.506
left,0.252
left,0.164
left,0.383
left,0.193
left,0.945
left,0.365
left,0.213
left,-1.757
left,0.786
left,-0.584
left,0.187
left,0.187
left,0.211
left,0.211
left,0.211
left,-0.177
left,-0.484
left,-0.135
left,-0.464
left,-0.170
left,0.431
left,0.224
left,-0.853
left,0.108
left,0.133
left,0.408
left,0.186
left,-1.077
left,-0.008
left,-0.060
left,0.282
left,-0.319
left,-0.349
left,-0.120
left,0.308
left,0.815
left,0.764
left,-0.001
left,-0.789
left,3.313
left,-0.220
left,-0.881
left,-0.188
left,-1.179
left,0.042
left,3.105
left,0.650
left,1.028
left,0.332
left,0.038
left,1.270
left,0.556
left,-0.430
left,-1.063
left,0.868
left,0.934
left,-0.006
left,0.168
left,0.203
left,0.437
left,-1.431
left,0.075
left,0.078
left,-0.744
left,0.204
left,0.833
left,1.023
left,3.034
left,-0.649
left,0.347
left,0.214
left,0.212
left,0.212
left,0.072
left,0.064
left,0.237
left,0.027
left,0.972
left,-0.890
left,0.308
left,-0.399
left,-1.615
left,1.660
left,-0.144
left,0.395
left,0.654
left,0.589
left,0.927
left,4.944
left,0.186
left,0.208
left,0.195
left,0.431
left,-0.030
left,1.722
left,0.320
left,-0.890
left,0.143
left,0.622
left,-0.580
left,0.139
left,-2.513
left,-0.410
left,0.745
left,0.602
left,-0.310
left,0.442
left,0.303
left,-0.293
left,-0.006
left,-0.687
left,-0.363
left,0.137
left,0.153
left,0.960
left,-0.139
left,0.411
left,0.042
left,-0.036
left,0.015
left,-0.764
left,-0.281
left,0.154
left,0.202
left,-0.922
left,0.117
left,-0.267
left,0.305
left,0.347
left,0.686
left,-0.137
left,0.487
left,1.016
left,0.656
left,-0.994
left,0.252
left,0.274
left,0.253
left,0.195
left,-0.031
left,0.188
left,0.308
left,-0.161
left,-0.058
left,0.133
left,0.055
left,0.014
left,0.166
left,-0.831
left,-0.014
left,0.041
left,-1.307
left,0.341
left,0.045
left,-0.488
left,0.022
left,0.010
left,0.252
left,-1.697
left,-0.513
left,0.538
left,-0.304
left,0.171
left,-0.460
left,-0.253
left,-1.317
left,0.236
left,0.201
left,-0.855
left,-1.583
left,-0.820
left,-1.429
left,0.082
left,0.303
left,-1.105
left,-0.471
left,0.769
left,-0.912
left,5.281
left,5.038
left,-2.147
left,1.000
left,-0.075
left,0.117
left,0.052
left,0.300
left,-2.064
left,0.061
left,0.602
left,-0.151
left,0.026
left,3.730
left,0.611
left,-0.213
left,1.266
left,0.161
left,-0.243
left,1.550
left,1.253
left,-0.419
left,0.000
left,0.039
left,-0.389
left,-0.125
left,-0.614
left,0.333
left,-0.249
left,0.060
left,-0.213
left,0.641
left,0.347
left,-0.115
left,-0.570
left,0.954
left,0.164
left,0.210
left,0.389
left,1.170
left,0.484
left,-0.394
left,-1.008
left,0.370
left,0.760
left,-0.336
left,-0.540
left,-0.309
left,0.521
left,-0.356
left,0.089
left,1.422
left,-0.011
left,1.989
left,0.320
left,-0.413
left,1.028
left,-1.186
left,0.036
left,-0.547
left,-2.144
left,0.235
left,0.200
left,0.198
left,0.198
left,0.224
left,0.200
left,-0.268
left,-0.976
left,0.006
left,0.308
left,0.054
left,-0.098
left,0.305
left,-0.639
left,-0.385
left,-1.416
left,1.196
left,-1.246
left,-0.286
left,0.140
left,-1.504
left,-0.466
left,-0.801
left,-0.660
left,0.305
left,0.191
left,-0.046
left,0.756
left,-0.274
left,-0.043
left,0.484
left,1.507
left,-0.390
left,-2.529
left,-0.850
left,-0.483
left,0.115
left,-0.295
left,0.008
left,1.007
left,-0.344
left,0.875
left,0.306
left,-0.299
left,-0.014
left,-0.132
left,0.261
left,-0.296
left,0.465
left,0.080
left,0.005
left,0.177
left,0.202
left,-0.079
left,-2.146
left,0.089
left,0.153
left,0.137
left,0.208
left,0.218
left,0.218
left,0.304
left,0.112
left,-0.375
left,-2.770
left,-0.414
left,0.093
left,-0.302
left,-0.090
left,0.327
left,0.203
left,0.077
left,0.077
left,0.076
left,-0.999
left,-0.022
left,0.695
left,-1.856
left,-1.158
left,0.491
left,-1.088
left,-1.409
left,0.240
left,0.568
left,0.611
left,-0.456
